query_index,record_id,dataset,split,query_tokens,code_tokens,query,teacher_rank,baseline_rank,kd_rank
78,apache/airflow::airflow/contrib/hooks/gcp_translate_hook.py::CloudTranslateHook.translate::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_translate_hook.py#L45-L97,codesearchnet,test,201,222,"Translate a string or list of strings.

        See https://cloud.google.com/translate/docs/translating-text

        :type values: str or list
        :param values: String or list of strings to translate.

        :type target_language: str
        :param target_language: The language to translate results into. This
                                is required by the API and defaults to
                                the target language of the current instance.

        :type format_: str
        :param format_: (Optional) One of ``text`` or ``html``, to specify
                        if the input text is plain text or HTML.

        :type source_language: str or None
        :param source_language: (Optional) The language of the text to
                                be translated.

        :type model: str or None
        :param model: (Optional) The model used to translate the text, such
                      as ``'base'`` or ``'nmt'``.

        :rtype: str or list
        :returns: A list of dictionaries for each queried value. Each
                  dictionary typically contains three keys (though not
                  all will be present in all cases)

                  * ``detectedSourceLanguage``: The detected language (as an
                    ISO 639-1 language code) of the text.
                  * ``translatedText``: The translation of the text into the
                    target language.
                  * ``input``: The corresponding input value.
                  * ``model``: The model used to translate the text.

                  If only a single value is passed, then only a single
                  dictionary will be returned.
        :raises: :class:`~exceptions.ValueError` if the number of
                 values and translations differ.",1,1,1
79,apache/airflow::airflow/operators/bash_operator.py::BashOperator.execute::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/operators/bash_operator.py#L86-L144,codesearchnet,test,13,147,"Execute the bash command in a temporary directory
        which will be cleaned afterwards",1,2,1
80,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.get_instance::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L97-L112,codesearchnet,test,62,73,"Retrieves a resource containing information about a Cloud SQL instance.

        :param instance: Database instance ID. This does not include the project ID.
        :type instance: str
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: A Cloud SQL instance resource.
        :rtype: dict",1,1,1
81,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.create_instance::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L115-L133,codesearchnet,test,54,71,"Creates a new Cloud SQL instance.

        :param body: Body required by the Cloud SQL insert API, as described in
            https://cloud.google.com/sql/docs/mysql/admin-api/v1beta4/instances/insert#request-body.
        :type body: dict
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: None",1,1,1
82,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.patch_instance::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L136-L160,codesearchnet,test,92,111,"Updates settings of a Cloud SQL instance.

        Caution: This is not a partial update, so you must include values for
        all the settings that you want to retain.

        :param body: Body required by the Cloud SQL patch API, as described in
            https://cloud.google.com/sql/docs/mysql/admin-api/v1beta4/instances/patch#request-body.
        :type body: dict
        :param instance: Cloud SQL instance ID. This does not include the project ID.
        :type instance: str
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: None",1,1,1
83,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.delete_instance::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L163-L180,codesearchnet,test,52,69,"Deletes a Cloud SQL instance.

        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :param instance: Cloud SQL instance ID. This does not include the project ID.
        :type instance: str
        :return: None",1,1,1
84,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.get_database::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L183-L202,codesearchnet,test,77,90,"Retrieves a database resource from a Cloud SQL instance.

        :param instance: Database instance ID. This does not include the project ID.
        :type instance: str
        :param database: Name of the database in the instance.
        :type database: str
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: A Cloud SQL database resource, as described in
            https://cloud.google.com/sql/docs/mysql/admin-api/v1beta4/databases#resource.
        :rtype: dict",1,1,1
85,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.create_database::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L205-L226,codesearchnet,test,67,86,"Creates a new database inside a Cloud SQL instance.

        :param instance: Database instance ID. This does not include the project ID.
        :type instance: str
        :param body: The request body, as described in
            https://cloud.google.com/sql/docs/mysql/admin-api/v1beta4/databases/insert#request-body.
        :type body: dict
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: None",1,1,1
86,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.patch_database::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L229-L256,codesearchnet,test,89,110,"Updates a database resource inside a Cloud SQL instance.

        This method supports patch semantics.
        See https://cloud.google.com/sql/docs/mysql/admin-api/how-tos/performance#patch.

        :param instance: Database instance ID. This does not include the project ID.
        :type instance: str
        :param database: Name of the database to be updated in the instance.
        :type database: str
        :param body: The request body, as described in
            https://cloud.google.com/sql/docs/mysql/admin-api/v1beta4/databases/insert#request-body.
        :type body: dict
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: None",1,1,1
87,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.delete_database::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L259-L279,codesearchnet,test,69,88,"Deletes a database from a Cloud SQL instance.

        :param instance: Database instance ID. This does not include the project ID.
        :type instance: str
        :param database: Name of the database to be deleted in the instance.
        :type database: str
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: None",1,1,1
88,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook.export_instance::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L282-L310,codesearchnet,test,82,115,"Exports data from a Cloud SQL instance to a Cloud Storage bucket as a SQL dump
        or CSV file.

        :param instance: Database instance ID of the Cloud SQL instance. This does not include the
            project ID.
        :type instance: str
        :param body: The request body, as described in
            https://cloud.google.com/sql/docs/mysql/admin-api/v1beta4/instances/export#request-body
        :type body: dict
        :param project_id: Project ID of the project that contains the instance. If set
            to None or missing, the default project_id from the GCP connection is used.
        :type project_id: str
        :return: None",1,1,1
89,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlHook._wait_for_operation_to_complete::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L343-L368,codesearchnet,test,39,96,"Waits for the named operation to complete - checks status of the
        asynchronous call.

        :param project_id: Project ID of the project that contains the instance.
        :type project_id: str
        :param operation_name: Name of the operation.
        :type operation_name: str
        :return: None",1,1,1
90,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlProxyRunner.start_proxy::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L524-L565,codesearchnet,test,16,138,"Starts Cloud SQL Proxy.

        You have to remember to stop the proxy if you started it!",1,2,1
91,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlProxyRunner.stop_proxy::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L567-L599,codesearchnet,test,13,114,"Stops running proxy.

        You should stop the proxy after you stop using it.",1,1,1
92,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlProxyRunner.get_proxy_version::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L601-L615,codesearchnet,test,7,34,Returns version of the Cloud SQL Proxy.,1,1,1
93,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlDatabaseHook.create_connection::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L895-L908,codesearchnet,test,34,52,"Create connection in the Connection table, according to whether it uses
        proxy, TCP, UNIX sockets, SSL. Connection ID will be randomly generated.

        :param session: Session of the SQL Alchemy ORM (automatically generated with
                        decorator).",1,1,1
94,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlDatabaseHook.retrieve_connection::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L911-L923,codesearchnet,test,21,42,"Retrieves the dynamically created connection from the Connection table.

        :param session: Session of the SQL Alchemy ORM (automatically generated with
                        decorator).",1,1,1
95,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlDatabaseHook.delete_connection::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L926-L941,codesearchnet,test,21,48,"Delete the dynamically created connection from the Connection table.

        :param session: Session of the SQL Alchemy ORM (automatically generated with
                        decorator).",1,1,1
96,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlDatabaseHook.get_sqlproxy_runner::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L943-L959,codesearchnet,test,23,51,"Retrieve Cloud SQL Proxy runner. It is used to manage the proxy
        lifecycle per task.

        :return: The Cloud SQL Proxy runner.
        :rtype: CloudSqlProxyRunner",1,1,1
97,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlDatabaseHook.get_database_hook::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L961-L972,codesearchnet,test,24,43,"Retrieve database hook. This is the actual Postgres or MySQL database hook
        that uses proxy or connects directly to the Google Cloud SQL database.",1,1,1
98,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlDatabaseHook.cleanup_database_hook::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L974-L982,codesearchnet,test,8,28,Clean up database hook after it was used.,1,1,1
99,apache/airflow::airflow/contrib/hooks/gcp_sql_hook.py::CloudSqlDatabaseHook.reserve_free_tcp_port::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/gcp_sql_hook.py#L984-L990,codesearchnet,test,11,24,Reserve free TCP port to be used by Cloud SQL Proxy,1,1,1
100,apache/airflow::airflow/contrib/operators/mlengine_operator.py::_normalize_mlengine_job_id::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/operators/mlengine_operator.py#L29-L62,codesearchnet,test,36,119,"Replaces invalid MLEngine job_id characters with '_'.

    This also adds a leading 'z' in case job_id starts with an invalid
    character.

    Args:
        job_id: A job_id str that may have invalid characters.

    Returns:
        A valid job_id representation.",1,1,1
101,apache/airflow::airflow/contrib/sensors/ftp_sensor.py::FTPSensor._get_error_code::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/sensors/ftp_sensor.py#L69-L76,codesearchnet,test,6,22,Extract error code from ftp exception,1,1,1
102,apache/airflow::airflow/sensors/__init__.py::_integrate_plugins::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/sensors/__init__.py#L22-L28,codesearchnet,test,5,23,Integrate plugins to the context,5,5,4
103,apache/airflow::scripts/perf/scheduler_ops_metrics.py::clear_dag_runs::https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/scripts/perf/scheduler_ops_metrics.py#L138-L148,codesearchnet,test,10,31,Remove any existing DAG runs for the perf test DAGs.,1,1,1
